"","w_cultivar","ID","Year","REP","TRT","percent_necrosis","percent_pycnidia","disease_severity"
"522","Arina","WAI3907",2018,2,11,3,0,1
"523","AUS4203","WAI3907",2018,1,19,23,8,2.5
"524","AUS4203","WAI3907",2018,2,19,68,3,3.5
"525","AUS4204","WAI3907",2018,1,20,38,1,3
"526","AUS4204","WAI3907",2018,2,20,75,2,4
"528","Bulgaria_88","WAI3907",2018,2,1,45,5,3.5
"529","CPI133872","WAI3907",2018,1,5,0,0,1
"530","CPI133872","WAI3907",2018,2,5,8,0,1
"531","Currawong","WAI3907",2018,1,7,100,20,5
"532","Currawong","WAI3907",2018,2,7,100,5,5
"533","Hereward","WAI3907",2018,1,6,33,5,3
"534","Hereward","WAI3907",2018,2,6,8,0,1
"535","Israel_493","WAI3907",2018,1,3,28,2,3
"536","Israel_493","WAI3907",2018,2,3,75,3,4
"537","Kavkaz-K4500L.6.A.4","WAI3907",2018,1,12,0,0,1
"538","Kavkaz-K4500L.6.A.4","WAI3907",2018,2,12,0,0,1
"539","Lorikeet","WAI3907",2018,1,9,100,25,5
"540","Lorikeet","WAI3907",2018,2,9,100,5,5
"541","MI696","WAI3907",2018,1,13,5,0,1
"542","MI696","WAI3907",2018,2,13,0,0,1
"543","Milan","WAI3907",2018,1,14,0,0,1
"544","Milan","WAI3907",2018,2,14,12,0,1.5
"545","Millewa","WAI3907",2018,1,15,5,0,1
"546","Millewa","WAI3907",2018,2,15,12,0,1.5
"548","Summit","WAI3907",2018,2,16,100,30,5
"550","Tadorna","WAI3907",2018,2,4,100,3,5
"551","Thornbill","WAI3907",2018,1,18,100,18,5
"552","Thornbill","WAI3907",2018,2,18,100,10,5
"553","Vernopolis","WAI3907",2018,1,2,68,2,3.5
"554","Vernopolis","WAI3907",2018,2,2,100,10,5
"555","W7984","WAI3907",2018,1,8,0,0,1
"556","W7984","WAI3907",2018,2,8,0,0,1
"558","WW11288","WAI3907",2018,2,17,38,0,3
"559","WW2449","WAI3907",2018,1,10,100,18,5
"560","WW2449","WAI3907",2018,2,10,100,3,5
"561","Arina","WAI3908",2018,1,11,0,0,1
"562","Arina","WAI3908",2018,2,11,25,3,2.5
"563","AUS4203","WAI3908",2018,1,19,28,1,2.5
"564","AUS4203","WAI3908",2018,2,19,100,5,5
"565","AUS4204","WAI3908",2018,1,20,100,1,5
"566","AUS4204","WAI3908",2018,2,20,100,1,5
"567","Bulgaria_88","WAI3908",2018,1,1,28,5,3
"568","Bulgaria_88","WAI3908",2018,2,1,75,3,4
"569","CPI133872","WAI3908",2018,1,5,3,0,1
"570","CPI133872","WAI3908",2018,2,5,38,0,3
"571","Currawong","WAI3908",2018,1,7,100,20,5
"572","Currawong","WAI3908",2018,2,7,100,18,5
"573","Hereward","WAI3908",2018,1,6,100,1,5
"574","Hereward","WAI3908",2018,2,6,100,5,5
"575","Israel_493","WAI3908",2018,1,3,3,0,1
"576","Israel_493","WAI3908",2018,2,3,20,3,2
"578","Kavkaz-K4500L.6.A.4","WAI3908",2018,2,12,45,3,3.5
"579","Lorikeet","WAI3908",2018,1,9,100,5,5
"580","Lorikeet","WAI3908",2018,2,9,100,10,5
"581","MI696","WAI3908",2018,1,13,0,0,1
"582","MI696","WAI3908",2018,2,13,0,0,1
"583","Milan","WAI3908",2018,1,14,0,0,1
"584","Milan","WAI3908",2018,2,14,5,0,1
"586","Millewa","WAI3908",2018,2,15,100,25,5
"587","Summit","WAI3908",2018,1,16,100,10,5
"588","Summit","WAI3908",2018,2,16,100,8,5
"590","Tadorna","WAI3908",2018,2,4,0,0,1
"591","Thornbill","WAI3908",2018,1,18,100,5,5
"594","Vernopolis","WAI3908",2018,2,2,95,12,4.5
"595","W7984","WAI3908",2018,1,8,8,0,1
"596","W7984","WAI3908",2018,2,8,3,0,1
"597","WW11288","WAI3908",2018,1,17,12,1,1.5
"598","WW11288","WAI3908",2018,2,17,100,30,5
"599","WW2449","WAI3908",2018,1,10,100,5,5
"600","WW2449","WAI3908",2018,2,10,100,25,5
"601","Arina","WAI3909",2018,1,11,0,0,1
"602","Arina","WAI3909",2018,2,11,12,0,1.5
"603","AUS4203","WAI3909",2018,1,19,90,8,4.5
"604","AUS4203","WAI3909",2018,2,19,35,3,3
"605","AUS4204","WAI3909",2018,1,20,100,12,5
"606","AUS4204","WAI3909",2018,2,20,78,0,4
"608","Bulgaria_88","WAI3909",2018,2,1,100,5,5
"609","CPI133872","WAI3909",2018,1,5,23,0,2
"610","CPI133872","WAI3909",2018,2,5,12,0,1.5
"611","Currawong","WAI3909",2018,1,7,100,15,5
"612","Currawong","WAI3909",2018,2,7,100,15,5
"613","Hereward","WAI3909",2018,1,6,18,2,2
"614","Hereward","WAI3909",2018,2,6,10,0,1.5
"615","Israel_493","WAI3909",2018,1,3,68,5,3.5
"616","Israel_493","WAI3909",2018,2,3,100,3,5
"617","Kavkaz-K4500L.6.A.4","WAI3909",2018,1,12,8,0,1
"618","Kavkaz-K4500L.6.A.4","WAI3909",2018,2,12,12,0,1.5
"619","Lorikeet","WAI3909",2018,1,9,100,5,5
"620","Lorikeet","WAI3909",2018,2,9,100,25,5
"621","MI696","WAI3909",2018,1,13,8,0,1
"622","MI696","WAI3909",2018,2,13,38,5,3
"623","Milan","WAI3909",2018,1,14,100,5,5
"625","Millewa","WAI3909",2018,1,15,95,5,4.5
"626","Millewa","WAI3909",2018,2,15,75,3,4
"627","Summit","WAI3909",2018,1,16,100,30,5
"628","Summit","WAI3909",2018,2,16,100,10,5
"629","Tadorna","WAI3909",2018,1,4,100,20,5
"630","Tadorna","WAI3909",2018,2,4,28,5,3
"631","Thornbill","WAI3909",2018,1,18,100,12,5
"632","Thornbill","WAI3909",2018,2,18,65,8,3.5
"633","Vernopolis","WAI3909",2018,1,2,68,8,3.5
"634","Vernopolis","WAI3909",2018,2,2,100,4,5
"635","W7984","WAI3909",2018,1,8,3,0,1
"636","W7984","WAI3909",2018,2,8,0,0,1
"637","WW11288","WAI3909",2018,1,17,65,10,3.5
"638","WW11288","WAI3909",2018,2,17,100,1,5
"639","WW2449","WAI3909",2018,1,10,100,18,5
"640","WW2449","WAI3909",2018,2,10,100,30,5
"641","Arina","WAI3910",2018,1,11,0,0,1
"642","Arina","WAI3910",2018,2,11,0,0,1
"643","AUS4203","WAI3910",2018,1,19,20,5,2.5
"644","AUS4203","WAI3910",2018,2,19,85,12,4.5
"645","AUS4204","WAI3910",2018,1,20,23,0,2.5
"646","AUS4204","WAI3910",2018,2,20,68,1,3.5
"647","Bulgaria_88","WAI3910",2018,1,1,100,10,5
"649","CPI133872","WAI3910",2018,1,5,15,0,1.5
"650","CPI133872","WAI3910",2018,2,5,12,0,1.5
"651","Currawong","WAI3910",2018,1,7,100,25,5
"652","Currawong","WAI3910",2018,2,7,68,3,3.5
"653","Hereward","WAI3910",2018,1,6,100,5,5
"654","Hereward","WAI3910",2018,2,6,100,4,5
"655","Israel_493","WAI3910",2018,1,3,38,3,3
"656","Israel_493","WAI3910",2018,2,3,23,1,2.5
"657","Kavkaz-K4500L.6.A.4","WAI3910",2018,1,12,8,0,1
"658","Kavkaz-K4500L.6.A.4","WAI3910",2018,2,12,12,0,1.5
"659","Lorikeet","WAI3910",2018,1,9,100,2,5
"660","Lorikeet","WAI3910",2018,2,9,100,12,5
"661","MI696","WAI3910",2018,1,13,0,0,1
"662","MI696","WAI3910",2018,2,13,0,0,1
"663","Milan","WAI3910",2018,1,14,3,0,1
"664","Milan","WAI3910",2018,2,14,0,0,1
"665","Millewa","WAI3910",2018,1,15,85,8,4
"666","Millewa","WAI3910",2018,2,15,85,12,4
"667","Summit","WAI3910",2018,1,16,100,28,5
"668","Summit","WAI3910",2018,2,16,100,3,5
"669","Tadorna","WAI3910",2018,1,4,75,4,3.5
"670","Tadorna","WAI3910",2018,2,4,100,5,5
"671","Thornbill","WAI3910",2018,1,18,100,25,5
"672","Thornbill","WAI3910",2018,2,18,100,8,5
"673","Vernopolis","WAI3910",2018,1,2,25,1,2.5
"674","Vernopolis","WAI3910",2018,2,2,23,1,2.5
"675","W7984","WAI3910",2018,1,8,3,0,1
"676","W7984","WAI3910",2018,2,8,3,0,1
"677","WW11288","WAI3910",2018,1,17,100,5,5
"678","WW11288","WAI3910",2018,2,17,90,5,5
"679","WW2449","WAI3910",2018,1,10,100,8,5
"680","WW2449","WAI3910",2018,2,10,100,25,5
"681","Arina","WAI3911",2018,1,11,0,0,1
"682","Arina","WAI3911",2018,2,11,0,0,1
"683","AUS4203","WAI3911",2018,1,19,35,1,3
"684","AUS4203","WAI3911",2018,2,19,38,3,3
"686","AUS4204","WAI3911",2018,2,20,100,10,5
"687","Bulgaria_88","WAI3911",2018,1,1,100,1,5
"688","Bulgaria_88","WAI3911",2018,2,1,85,0,4
"689","CPI133872","WAI3911",2018,1,5,18,0,2
"690","CPI133872","WAI3911",2018,2,5,12,0,1.5
"691","Currawong","WAI3911",2018,1,7,58,8,3.5
"692","Currawong","WAI3911",2018,2,7,100,5,5
"693","Hereward","WAI3911",2018,1,6,53,1,3.5
"694","Hereward","WAI3911",2018,2,6,100,8,5
"695","Israel_493","WAI3911",2018,1,3,3,0,1
"696","Israel_493","WAI3911",2018,2,3,18,1,1.5
"697","Kavkaz-K4500L.6.A.4","WAI3911",2018,1,12,0,0,1
"698","Kavkaz-K4500L.6.A.4","WAI3911",2018,2,12,0,0,1
"699","Lorikeet","WAI3911",2018,1,9,100,3,5
"700","Lorikeet","WAI3911",2018,2,9,100,18,5
"701","MI696","WAI3911",2018,1,13,0,0,1
"702","MI696","WAI3911",2018,2,13,0,0,1
"703","Milan","WAI3911",2018,1,14,12,1,1.5
"704","Milan","WAI3911",2018,2,14,0,0,1
"705","Millewa","WAI3911",2018,1,15,25,1,2.5
"706","Millewa","WAI3911",2018,2,15,18,2,2
"707","Summit","WAI3911",2018,1,16,100,18,5
"708","Summit","WAI3911",2018,2,16,100,40,5
"709","Tadorna","WAI3911",2018,1,4,100,18,5
"710","Tadorna","WAI3911",2018,2,4,100,2,5
"711","Thornbill","WAI3911",2018,1,18,75,10,3.5
"712","Thornbill","WAI3911",2018,2,18,100,15,5
"713","Vernopolis","WAI3911",2018,1,2,8,0,1
"714","Vernopolis","WAI3911",2018,2,2,8,0,1
"715","W7984","WAI3911",2018,1,8,3,0,1
"716","W7984","WAI3911",2018,2,8,8,0,1
"717","WW11288","WAI3911",2018,1,17,5,0,1
"718","WW11288","WAI3911",2018,2,17,100,8,5
"719","WW2449","WAI3911",2018,1,10,68,3,3.5
"720","WW2449","WAI3911",2018,2,10,100,15,5
"721","Arina","WAI3912",2018,1,11,0,0,1
"722","Arina","WAI3912",2018,2,11,0,0,1
"723","AUS4203","WAI3912",2018,1,19,85,2,4
"724","AUS4203","WAI3912",2018,2,19,100,2,5
"725","AUS4204","WAI3912",2018,1,20,43,0,3
"726","AUS4204","WAI3912",2018,2,20,3,0,1
"727","Bulgaria_88","WAI3912",2018,1,1,100,10,5
"728","Bulgaria_88","WAI3912",2018,2,1,38,1,3
"729","CPI133872","WAI3912",2018,1,5,12,0,1.5
"730","CPI133872","WAI3912",2018,2,5,3,0,1
"731","Currawong","WAI3912",2018,1,7,1,0,1
"732","Currawong","WAI3912",2018,2,7,0,0,1
"733","Hereward","WAI3912",2018,1,6,65,2,3.5
"735","Israel_493","WAI3912",2018,1,3,12,0,1.5
"736","Israel_493","WAI3912",2018,2,3,38,1,3
"738","Kavkaz-K4500L.6.A.4","WAI3912",2018,2,12,23,0,2.5
"739","Lorikeet","WAI3912",2018,1,9,100,15,5
"740","Lorikeet","WAI3912",2018,2,9,100,1,5
"741","MI696","WAI3912",2018,1,13,0,0,1
"742","MI696","WAI3912",2018,2,13,0,0,1
"743","Milan","WAI3912",2018,1,14,0,0,1
"744","Milan","WAI3912",2018,2,14,0,0,1
"745","Millewa","WAI3912",2018,1,15,28,0,3
"746","Millewa","WAI3912",2018,2,15,5,0,1
"747","Summit","WAI3912",2018,1,16,100,25,5
"748","Summit","WAI3912",2018,2,16,100,25,5
"749","Tadorna","WAI3912",2018,1,4,23,1,2.5
"750","Tadorna","WAI3912",2018,2,4,0,1,NA
"751","Thornbill","WAI3912",2018,1,18,100,15,5
"752","Thornbill","WAI3912",2018,2,18,33,3,3
"753","Vernopolis","WAI3912",2018,1,2,10,0,1.5
"754","Vernopolis","WAI3912",2018,2,2,0,0,1
"755","W7984","WAI3912",2018,1,8,1,0,1
"756","W7984","WAI3912",2018,2,8,3,0,1
"757","WW11288","WAI3912",2018,1,17,85,2,4
"758","WW11288","WAI3912",2018,2,17,80,12,5
"759","WW2449","WAI3912",2018,1,10,100,25,5
"760","WW2449","WAI3912",2018,2,10,100,18,5
"761","Arina","WAI3913",2018,1,11,0,0,1
"762","Arina","WAI3913",2018,2,11,0,0,1
"763","AUS4203","WAI3913",2018,1,19,43,1,3
"764","AUS4203","WAI3913",2018,2,19,65,3,3.5
"765","AUS4204","WAI3913",2018,1,20,58,1,3.5
"766","AUS4204","WAI3913",2018,2,20,100,2,5
"767","Bulgaria_88","WAI3913",2018,1,1,100,1,5
"768","Bulgaria_88","WAI3913",2018,2,1,100,8,5
"769","CPI133872","WAI3913",2018,1,5,5,0,1
"770","CPI133872","WAI3913",2018,2,5,12,0,1.5
"771","Currawong","WAI3913",2018,1,7,100,18,5
"772","Currawong","WAI3913",2018,2,7,100,5,5
"773","Hereward","WAI3913",2018,1,6,100,4,5
"774","Hereward","WAI3913",2018,2,6,100,1,5
"775","Israel_493","WAI3913",2018,1,3,100,4,5
"776","Israel_493","WAI3913",2018,2,3,100,1,5
"777","Kavkaz-K4500L.6.A.4","WAI3913",2018,1,12,0,0,1
"778","Kavkaz-K4500L.6.A.4","WAI3913",2018,2,12,0,0,1
"779","Lorikeet","WAI3913",2018,1,9,100,1,5
"780","Lorikeet","WAI3913",2018,2,9,65,1,3.5
"781","MI696","WAI3913",2018,1,13,3,0,1
"782","MI696","WAI3913",2018,2,13,0,0,1
"783","Milan","WAI3913",2018,1,14,18,0,1.5
"784","Milan","WAI3913",2018,2,14,8,0,1
"785","Millewa","WAI3913",2018,1,15,18,0,2
"786","Millewa","WAI3913",2018,2,15,12,0,1.5
"787","Summit","WAI3913",2018,1,16,100,25,5
"788","Summit","WAI3913",2018,2,16,100,15,5
"789","Tadorna","WAI3913",2018,1,4,100,10,5
"790","Tadorna","WAI3913",2018,2,4,100,1,5
"791","Thornbill","WAI3913",2018,1,18,90,0,4
"792","Thornbill","WAI3913",2018,2,18,48,0,3
"793","Vernopolis","WAI3913",2018,1,2,25,8,3
"794","Vernopolis","WAI3913",2018,2,2,12,0,1.5
"795","W7984","WAI3913",2018,1,8,0,0,1
"796","W7984","WAI3913",2018,2,8,5,0,1
"797","WW11288","WAI3913",2018,1,17,75,0,3.5
"798","WW11288","WAI3913",2018,2,17,85,2,4
"799","WW2449","WAI3913",2018,1,10,100,2,5
"800","WW2449","WAI3913",2018,2,10,100,15,5
"841","Arina","WAI1820",2018,1,11,65,8,3.5
"842","Arina","WAI1820",2018,2,11,68,3,3.5
"843","AUS4203","WAI1820",2018,1,19,75,18,4
"844","AUS4203","WAI1820",2018,2,19,100,8,5
"845","AUS4204","WAI1820",2018,1,20,40,8,3
"846","AUS4204","WAI1820",2018,2,20,65,5,3.5
"847","Bulgaria_88","WAI1820",2018,1,1,28,5,2.5
"848","Bulgaria_88","WAI1820",2018,2,1,95,15,4.5
"849","CPI133872","WAI1820",2018,1,5,28,0,3
"850","CPI133872","WAI1820",2018,2,5,28,2,2.5
"851","Currawong","WAI1820",2018,1,7,55,4,3.5
"852","Currawong","WAI1820",2018,2,7,45,30,3.5
"853","Hereward","WAI1820",2018,1,6,100,25,5
"854","Hereward","WAI1820",2018,2,6,85,8,4
"855","Israel_493","WAI1820",2018,1,3,95,12,4.5
"856","Israel_493","WAI1820",2018,2,3,43,5,3
"857","Kavkaz-K4500L.6.A.4","WAI1820",2018,1,12,0,0,1
"858","Kavkaz-K4500L.6.A.4","WAI1820",2018,2,12,20,1,2
"859","Lorikeet","WAI1820",2018,1,9,5,0,1
"860","Lorikeet","WAI1820",2018,2,9,12,0,1.5
"861","MI696","WAI1820",2018,1,13,65,8,3.5
"862","MI696","WAI1820",2018,2,13,58,1,3.5
"863","Milan","WAI1820",2018,1,14,18,0,1.5
"864","Milan","WAI1820",2018,2,14,38,3,3
"865","Millewa","WAI1820",2018,1,15,38,3,3
"866","Millewa","WAI1820",2018,2,15,65,12,3.5
"867","Summit","WAI1820",2018,1,16,65,15,3.5
"868","Summit","WAI1820",2018,2,16,45,5,3
"869","Tadorna","WAI1820",2018,1,4,30,5,3
"870","Tadorna","WAI1820",2018,2,4,85,5,4
"871","Thornbill","WAI1820",2018,1,18,85,0,4
"872","Thornbill","WAI1820",2018,2,18,100,25,5
"873","Vernopolis","WAI1820",2018,1,2,28,15,3
"874","Vernopolis","WAI1820",2018,2,2,28,25,3
"875","W7984","WAI1820",2018,1,8,0,0,1
"876","W7984","WAI1820",2018,2,8,18,15,2.5
"877","WW11288","WAI1820",2018,1,17,100,0,5
"878","WW11288","WAI1820",2018,2,17,48,3,3
"879","WW2449","WAI1820",2018,1,10,100,18,5
"880","WW2449","WAI1820",2018,2,10,75,15,3.5
"881","Arina","WAI1848",2018,1,11,8,0,1
"882","Arina","WAI1848",2018,2,11,23,3,2.5
"883","AUS4203","WAI1848",2018,1,19,100,18,5
"884","AUS4203","WAI1848",2018,2,19,58,8,3.5
"885","AUS4204","WAI1848",2018,1,20,85,12,4
"886","AUS4204","WAI1848",2018,2,20,38,2,3
"887","Bulgaria_88","WAI1848",2018,1,1,0,0,1
"888","Bulgaria_88","WAI1848",2018,2,1,8,0,1
"889","CPI133872","WAI1848",2018,1,5,25,1,2.5
"890","CPI133872","WAI1848",2018,2,5,35,3,3
"891","Currawong","WAI1848",2018,1,7,85,10,4
"892","Currawong","WAI1848",2018,2,7,53,3,3.5
"893","Hereward","WAI1848",2018,1,6,100,25,5
"894","Hereward","WAI1848",2018,2,6,95,8,4.5
"895","Israel_493","WAI1848",2018,1,3,85,8,4
"896","Israel_493","WAI1848",2018,2,3,68,5,3.5
"897","Kavkaz-K4500L.6.A.4","WAI1848",2018,1,12,8,0,1.5
"898","Kavkaz-K4500L.6.A.4","WAI1848",2018,2,12,23,2,2
"899","Lorikeet","WAI1848",2018,1,9,0,0,1
"900","Lorikeet","WAI1848",2018,2,9,0,0,1
"901","MI696","WAI1848",2018,1,13,8,0,1
"902","MI696","WAI1848",2018,2,13,8,0,1
"903","Milan","WAI1848",2018,1,14,95,2,4.5
"904","Milan","WAI1848",2018,2,14,53,5,3.5
"905","Millewa","WAI1848",2018,1,15,58,5,3.5
"906","Millewa","WAI1848",2018,2,15,38,5,3
"907","Summit","WAI1848",2018,1,16,43,15,3.5
"908","Summit","WAI1848",2018,2,16,43,8,3
"909","Tadorna","WAI1848",2018,1,4,25,4,2.5
"910","Tadorna","WAI1848",2018,2,4,100,25,5
"911","Thornbill","WAI1848",2018,1,18,5,0,1
"912","Thornbill","WAI1848",2018,2,18,28,3,3
"913","Vernopolis","WAI1848",2018,1,2,65,18,3.5
"914","Vernopolis","WAI1848",2018,2,2,68,20,3.5
"915","W7984","WAI1848",2018,1,8,0,0,1
"916","W7984","WAI1848",2018,2,8,0,0,1
"917","WW11288","WAI1848",2018,1,17,100,5,5
"918","WW11288","WAI1848",2018,2,17,43,5,3
"919","WW2449","WAI1848",2018,1,10,65,10,3.5
"920","WW2449","WAI1848",2018,2,10,100,35,5
"921","Arina","WAI1875",2018,1,11,38,3,3
"922","Arina","WAI1875",2018,2,11,100,2,5
"923","AUS4203","WAI1875",2018,1,19,95,5,4.5
"924","AUS4203","WAI1875",2018,2,19,100,2,5
"925","AUS4204","WAI1875",2018,1,20,85,3,4
"926","AUS4204","WAI1875",2018,2,20,53,3,3.5
"928","Bulgaria_88","WAI1875",2018,2,1,75,3,3.5
"929","CPI133872","WAI1875",2018,1,5,20,1,2
"930","CPI133872","WAI1875",2018,2,5,43,2,3
"931","Currawong","WAI1875",2018,1,7,90,4,4.5
"932","Currawong","WAI1875",2018,2,7,90,3,4
"933","Hereward","WAI1875",2018,1,6,100,3,5
"934","Hereward","WAI1875",2018,2,6,100,2,5
"935","Israel_493","WAI1875",2018,1,3,80,3,4
"936","Israel_493","WAI1875",2018,2,3,85,2,4
"937","Kavkaz-K4500L.6.A.4","WAI1875",2018,1,12,8,0,1
"938","Kavkaz-K4500L.6.A.4","WAI1875",2018,2,12,2,0,1
"939","Lorikeet","WAI1875",2018,1,9,0,0,1
"940","Lorikeet","WAI1875",2018,2,9,0,0,1
"941","MI696","WAI1875",2018,1,13,8,0,1
"942","MI696","WAI1875",2018,2,13,70,1,3.5
"943","Milan","WAI1875",2018,1,14,8,0,1
"944","Milan","WAI1875",2018,2,14,35,5,3
"945","Millewa","WAI1875",2018,1,15,95,2,4.5
"946","Millewa","WAI1875",2018,2,15,75,3,3.5
"947","Summit","WAI1875",2018,1,16,85,8,4.5
"948","Summit","WAI1875",2018,2,16,53,15,3.5
"949","Tadorna","WAI1875",2018,1,4,85,5,4
"951","Thornbill","WAI1875",2018,1,18,85,5,4
"952","Thornbill","WAI1875",2018,2,18,100,3,5
"953","Vernopolis","WAI1875",2018,1,2,75,8,4
"954","Vernopolis","WAI1875",2018,2,2,65,5,3.5
"955","W7984","WAI1875",2018,1,8,8,0,1
"956","W7984","WAI1875",2018,2,8,25,1,2.5
"957","WW11288","WAI1875",2018,1,17,38,2,3
"958","WW11288","WAI1875",2018,2,17,75,2,3.5
"959","WW2449","WAI1875",2018,1,10,100,4,5
"960","WW2449","WAI1875",2018,2,10,100,5,5
"1001","Arina","WAI2061",2018,1,11,0,0,1
"1002","Arina","WAI2061",2018,2,11,8,0,1
"1003","AUS4203","WAI2061",2018,1,19,20,2,2
"1004","AUS4203","WAI2061",2018,2,19,45,4,3
"1005","AUS4204","WAI2061",2018,1,20,28,2,2.5
"1006","AUS4204","WAI2061",2018,2,20,38,1,3
"1007","Bulgaria_88","WAI2061",2018,1,1,15,0,1.5
"1008","Bulgaria_88","WAI2061",2018,2,1,8,0,1
"1009","CPI133872","WAI2061",2018,1,5,18,1,1.5
"1010","CPI133872","WAI2061",2018,2,5,25,1,2.5
"1011","Currawong","WAI2061",2018,1,7,100,10,5
"1012","Currawong","WAI2061",2018,2,7,100,25,5
"1013","Hereward","WAI2061",2018,1,6,25,1,2.5
"1014","Hereward","WAI2061",2018,2,6,100,4,5
"1015","Israel_493","WAI2061",2018,1,3,85,8,4
"1016","Israel_493","WAI2061",2018,2,3,85,2,4
"1017","Kavkaz-K4500L.6.A.4","WAI2061",2018,1,12,0,0,1
"1018","Kavkaz-K4500L.6.A.4","WAI2061",2018,2,12,10,0,1
"1019","Lorikeet","WAI2061",2018,1,9,0,0,1
"1020","Lorikeet","WAI2061",2018,2,9,0,0,1
"1021","MI696","WAI2061",2018,1,13,0,0,1
"1022","MI696","WAI2061",2018,2,13,3,0,1
"1023","Milan","WAI2061",2018,1,14,43,1,3
"1024","Milan","WAI2061",2018,2,14,23,1,2.5
"1025","Millewa","WAI2061",2018,1,15,35,8,3
"1026","Millewa","WAI2061",2018,2,15,48,8,3.5
"1027","Summit","WAI2061",2018,1,16,43,15,3.5
"1028","Summit","WAI2061",2018,2,16,43,5,3.5
"1029","Tadorna","WAI2061",2018,1,4,25,1,2.5
"1030","Tadorna","WAI2061",2018,2,4,23,2,2.5
"1031","Thornbill","WAI2061",2018,1,18,100,5,5
"1032","Thornbill","WAI2061",2018,2,18,90,3,4.5
"1033","Vernopolis","WAI2061",2018,1,2,43,3,3
"1034","Vernopolis","WAI2061",2018,2,2,25,2,2.5
"1035","W7984","WAI2061",2018,1,8,8,1,1
"1036","W7984","WAI2061",2018,2,8,18,2,1.5
"1037","WW11288","WAI2061",2018,1,17,28,1,2.5
"1038","WW11288","WAI2061",2018,2,17,18,0,1.5
"1039","WW2449","WAI2061",2018,1,10,68,15,3.5
"1040","WW2449","WAI2061",2018,2,10,100,10,5
"1041","Arina","WAI2073",2018,1,11,65,15,3.5
"1042","Arina","WAI2073",2018,2,11,100,12,5
"1043","AUS4203","WAI2073",2018,1,19,65,5,3.5
"1044","AUS4203","WAI2073",2018,2,19,100,20,5
"1045","AUS4204","WAI2073",2018,1,20,85,3,4
"1046","AUS4204","WAI2073",2018,2,20,100,5,5
"1047","Bulgaria_88","WAI2073",2018,1,1,100,1,5
"1048","Bulgaria_88","WAI2073",2018,2,1,38,2,3
"1049","CPI133872","WAI2073",2018,1,5,5,0,1
"1050","CPI133872","WAI2073",2018,2,5,33,2,3
"1051","Currawong","WAI2073",2018,1,7,100,5,5
"1052","Currawong","WAI2073",2018,2,7,85,4,4
"1053","Hereward","WAI2073",2018,1,6,100,8,5
"1054","Hereward","WAI2073",2018,2,6,100,3,5
"1055","Israel_493","WAI2073",2018,1,3,38,3,3
"1056","Israel_493","WAI2073",2018,2,3,95,4,4.5
"1057","Kavkaz-K4500L.6.A.4","WAI2073",2018,1,12,8,0,1
"1058","Kavkaz-K4500L.6.A.4","WAI2073",2018,2,12,8,0,1
"1059","Lorikeet","WAI2073",2018,1,9,3,0,1
"1060","Lorikeet","WAI2073",2018,2,9,8,0,1
"1061","MI696","WAI2073",2018,1,13,20,2,2
"1062","MI696","WAI2073",2018,2,13,70,2,3.5
"1063","Milan","WAI2073",2018,1,14,65,3,3.5
"1064","Milan","WAI2073",2018,2,14,100,12,5
"1065","Millewa","WAI2073",2018,1,15,90,12,4.5
"1066","Millewa","WAI2073",2018,2,15,95,15,4.5
"1067","Summit","WAI2073",2018,1,16,100,20,5
"1068","Summit","WAI2073",2018,2,16,90,4,4.5
"1069","Tadorna","WAI2073",2018,1,4,53,10,3.5
"1070","Tadorna","WAI2073",2018,2,4,95,5,4.5
"1071","Thornbill","WAI2073",2018,1,18,85,20,4
"1072","Thornbill","WAI2073",2018,2,18,90,12,4.5
"1073","Vernopolis","WAI2073",2018,1,2,38,10,3
"1074","Vernopolis","WAI2073",2018,2,2,38,2,3
"1075","W7984","WAI2073",2018,1,8,0,0,1
"1076","W7984","WAI2073",2018,2,8,23,2,2.5
"1077","WW11288","WAI2073",2018,1,17,100,2,5
"1078","WW11288","WAI2073",2018,2,17,35,2,3
"1079","WW2449","WAI2073",2018,1,10,100,15,5
"1080","WW2449","WAI2073",2018,2,10,100,8,5
"1081","Arina","WAI2226",2018,1,11,23,3,2.5
"1082","Arina","WAI2226",2018,2,11,15,1,1.5
"1083","AUS4203","WAI2226",2018,1,19,45,15,3.5
"1084","AUS4203","WAI2226",2018,2,19,100,15,5
"1085","AUS4204","WAI2226",2018,1,20,75,20,4
"1086","AUS4204","WAI2226",2018,2,20,100,10,5
"1088","Bulgaria_88","WAI2226",2018,2,1,68,10,3.5
"1089","CPI133872","WAI2226",2018,1,5,38,3,3
"1090","CPI133872","WAI2226",2018,2,5,25,2,2.5
"1091","Currawong","WAI2226",2018,1,7,100,20,5
"1092","Currawong","WAI2226",2018,2,7,65,15,3.5
"1093","Hereward","WAI2226",2018,1,6,100,1,5
"1094","Hereward","WAI2226",2018,2,6,100,15,5
"1095","Israel_493","WAI2226",2018,1,3,15,1,1.5
"1096","Israel_493","WAI2226",2018,2,3,35,3,3
"1097","Kavkaz-K4500L.6.A.4","WAI2226",2018,1,12,2,0,1
"1098","Kavkaz-K4500L.6.A.4","WAI2226",2018,2,12,0,0,1
"1100","Lorikeet","WAI2226",2018,2,9,75,10,3.5
"1101","MI696","WAI2226",2018,1,13,0,0,1
"1102","MI696","WAI2226",2018,2,13,3,0,1
"1103","Milan","WAI2226",2018,1,14,8,0,1
